transaction_id,timestamp_sec,amount,mcc,mcc_risk_weight,is_decline,hour_of_day_sin,hour_of_day_cos,card_type,device_risk_score,velocity,geo_distance_km,card_age_days,failed_attempts_24h,user_agent_category,provisioning_channel,nfc_tap_latency_ms,bnpl_bureau_inquiries,raas_dispute_score,bopis_pickup_delay_min,is_fraud,attack_vector,fraud_subtype
TX_LEG_HN_004306,283847.97617840295,26.57,5812,0.15,0,0.9755,-0.2198,mastercard,0.01,4.38,10.38,350.0,0,standard_browser,1,0.0,0,0.1751,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_004307,283853.5474381907,16.57,4121,0.35,0,0.9754,-0.2202,amex,0.3061,9.75,13.18,645.0,0,standard_browser,0,0.0,0,0.0635,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006393,283856.02617036575,10.64,5411,0.1,0,0.9754,-0.2204,mastercard,0.145,1.72,25.15,1060.0,0,standard_browser,0,24.4,2,0.0079,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_004308,283886.55464347184,28.27,5812,0.15,0,0.9749,-0.2226,mastercard,0.1597,11.76,0.1,259.0,1,standard_browser,1,0.0,0,0.1584,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006394,283906.6202449343,9.0,7523,0.3,0,0.9746,-0.224,mastercard,0.092,1.37,1.98,1046.0,0,standard_browser,0,0.0,0,0.0324,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006395,283908.474313483,30.69,5912,0.12,0,0.9746,-0.2241,visa,0.1992,1.31,37.95,117.0,1,standard_browser,1,0.0,0,0.046,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006396,283938.3468031102,17.59,7523,0.3,0,0.9741,-0.2263,mastercard,0.2228,1.36,11.22,300.0,0,standard_browser,1,0.0,0,0.0621,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_004309,283957.0399019699,25.06,4121,0.35,0,0.9738,-0.2276,visa,0.0218,8.2,0.67,1209.0,0,standard_browser,0,0.0,1,0.037,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006397,283991.19983501843,6.4,5411,0.1,0,0.9732,-0.23,visa,0.1008,1.47,35.25,263.0,0,standard_browser,0,0.0,0,0.0112,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_004310,284004.4753429949,19.94,4121,0.35,0,0.973,-0.2309,visa,0.1006,7.57,22.38,50.0,0,standard_browser,1,0.0,0,0.1706,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006398,284043.7049002123,28.3,5812,0.15,0,0.9723,-0.2337,mastercard,0.0811,1.63,5.78,1711.0,0,standard_browser,1,30.7,0,0.0027,143.0,0,legitimate,legitimate_standard
TX_LEG_STD_006399,284081.95043865463,6.23,5411,0.1,0,0.9717,-0.2364,mastercard,0.1872,1.64,7.41,1098.0,0,standard_browser,0,0.0,0,0.0184,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_004311,284094.46485122835,4.81,5411,0.1,0,0.9714,-0.2373,mastercard,0.1439,3.85,23.89,1021.0,0,standard_browser,0,47.2,1,0.0599,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_004312,284097.8852872308,31.19,4121,0.35,0,0.9714,-0.2375,visa,0.1034,6.28,7.29,982.0,0,standard_browser,2,0.0,0,0.0268,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006400,284162.93345512246,21.43,5411,0.1,0,0.9702,-0.2421,mastercard,0.01,1.69,15.36,274.0,0,standard_browser,1,49.8,0,0.0057,398.0,0,legitimate,legitimate_standard
TX_FRD_BOT_000085,284174.4393272918,55.81,5311,0.4,0,0.97,-0.2429,mastercard,0.2077,9.68,71.08,64.0,0,residential_proxy_bot,0,0.0,0,0.0062,0.0,1,high_velocity_bot,high_velocity_bot
TX_LEG_STD_006401,284185.4261903228,10.04,5541,0.18,0,0.9698,-0.2437,mastercard,0.0614,2.33,52.85,3002.0,0,standard_browser,0,0.0,0,0.0752,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_004313,284198.9291658566,3.79,4121,0.35,0,0.9696,-0.2447,visa,0.1565,5.45,7.99,1254.0,0,standard_browser,1,0.0,0,0.068,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_004314,284202.42832272465,14.49,4121,0.35,0,0.9695,-0.2449,mastercard,0.1015,5.92,15.51,436.0,0,standard_browser,2,0.0,0,0.0053,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006402,284205.7390807195,12.82,5411,0.1,0,0.9695,-0.2451,visa,0.1862,1.86,0.1,1451.0,0,standard_browser,0,0.0,0,0.06,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006403,284213.7090727475,23.12,5812,0.15,0,0.9693,-0.2457,mastercard,0.1202,1.48,8.41,3588.0,0,standard_browser,0,0.0,0,0.0974,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006404,284236.6439874342,23.59,5411,0.1,0,0.9689,-0.2473,visa,0.1119,1.14,9.19,1140.0,0,standard_browser,0,0.0,1,0.1955,367.0,0,legitimate,legitimate_standard
TX_LEG_STD_006405,284256.2592655998,39.51,5812,0.15,0,0.9686,-0.2487,visa,0.2042,1.1,22.13,917.0,0,standard_browser,0,0.0,0,0.0141,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006406,284288.0462703291,15.79,5541,0.18,0,0.968,-0.2509,visa,0.1001,1.94,23.98,361.0,0,standard_browser,0,0.0,0,0.1103,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_004315,284329.75555034843,22.57,4121,0.35,0,0.9672,-0.2539,amex,0.0696,4.9,15.08,847.0,0,standard_browser,1,0.0,0,0.0287,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006407,284341.6125916763,20.36,5912,0.12,0,0.967,-0.2547,visa,0.2069,1.21,14.06,718.0,1,standard_browser,0,0.0,0,0.0241,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_004316,284373.57343631703,4.39,5411,0.1,0,0.9664,-0.257,mastercard,0.0933,10.57,8.48,761.0,0,standard_browser,2,80.9,0,0.0199,459.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_004317,284381.05776402995,15.86,4121,0.35,0,0.9663,-0.2575,visa,0.0523,5.08,0.1,814.0,0,standard_browser,0,0.0,0,0.0112,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_FRD_DRIP_000100,284386.0062337212,27.55,5812,0.15,0,0.9662,-0.2578,mastercard,0.2281,0.87,16.05,86.0,0,residential_proxy_bot,1,0.0,0,0.0972,0.0,1,slow_drip,slow_drip_stealth
TX_LEG_STD_006408,284446.45916397293,12.52,4121,0.35,0,0.965,-0.2621,mastercard,0.3574,1.6,2.07,635.0,0,standard_browser,0,0.0,0,0.0309,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006409,284469.85015565075,18.85,5812,0.15,0,0.9646,-0.2637,mastercard,0.1814,1.91,21.47,179.0,0,standard_browser,0,0.0,0,0.087,429.0,0,legitimate,legitimate_standard
TX_LEG_HN_004318,284528.1542141891,7.84,5812,0.15,0,0.9635,-0.2678,visa,0.3215,8.17,5.92,275.0,0,standard_browser,1,0.0,1,0.013,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_FRD_BUSTOUT_000044,284602.4793890383,500.44,5999,0.85,0,0.962,-0.273,visa,0.1518,3.39,3245.43,18.0,1,automated_script,1,0.0,0,0.1325,0.0,1,synthetic_merchant_bustout,synthetic_merchant_bustout
TX_LEG_STD_006410,284617.12203369953,24.45,7523,0.3,0,0.9617,-0.274,visa,0.3161,2.0,0.1,1242.0,0,standard_browser,0,0.0,0,0.0349,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_004319,284635.4989166226,21.58,5812,0.15,0,0.9614,-0.2753,visa,0.0349,4.66,1.31,460.0,0,standard_browser,0,0.0,0,0.1324,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_004320,284654.1745468437,19.02,7523,0.3,0,0.961,-0.2766,visa,0.0427,11.25,15.32,804.0,1,standard_browser,0,24.2,0,0.0156,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_004321,284654.6526539649,26.59,5411,0.1,0,0.961,-0.2767,visa,0.0469,7.67,9.32,1097.0,0,standard_browser,1,0.0,0,0.036,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_004322,284660.7533169414,15.1,5812,0.15,1,0.9608,-0.2771,mastercard,0.0507,8.98,0.1,178.0,0,standard_browser,1,28.4,0,0.2795,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006411,284665.1444469096,15.14,4121,0.35,0,0.9608,-0.2774,mastercard,0.0146,1.58,0.1,182.0,0,standard_browser,0,0.0,0,0.051,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006412,284695.4785044162,4.37,5812,0.15,1,0.9601,-0.2795,mastercard,0.2544,1.93,31.81,956.0,0,standard_browser,0,54.3,0,0.0876,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006413,284709.678445058,20.31,5812,0.15,0,0.9599,-0.2805,visa,0.4425,1.02,9.07,2076.0,0,standard_browser,0,0.0,0,0.0761,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006414,284727.8850116754,23.45,5541,0.18,0,0.9595,-0.2818,mastercard,0.0445,1.43,54.92,2594.0,0,standard_browser,1,0.0,1,0.0693,200.0,0,legitimate,legitimate_standard
TX_LEG_HN_004323,284737.27232599235,29.76,5812,0.15,0,0.9593,-0.2824,visa,0.1555,12.0,7.99,1108.0,0,standard_browser,1,50.2,0,0.0748,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_004324,284737.8983041537,23.56,5411,0.1,0,0.9593,-0.2825,visa,0.1813,5.08,12.08,765.0,0,standard_browser,1,0.0,0,0.1403,0.0,1,adversarial_amount_structuring,label_noise_undetected
TX_LEG_HN_004325,284742.9417563144,20.33,5812,0.15,0,0.9592,-0.2828,mastercard,0.0406,11.03,0.1,448.0,0,standard_browser,0,0.0,2,0.2175,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_004326,284758.7570844096,27.24,7523,0.3,0,0.9588,-0.2839,mastercard,0.1021,9.82,0.98,958.0,0,standard_browser,0,0.0,0,0.1616,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006415,284759.92057255073,10.32,5912,0.12,0,0.9588,-0.284,visa,0.1707,2.29,22.65,2844.0,0,standard_browser,0,33.8,0,0.0177,0.0,0,legitimate,legitimate_standard
TX_FRD_BUSTOUT_000045,284762.73398787255,1941.88,5999,0.85,0,0.9588,-0.2842,mastercard,0.0902,8.45,2254.43,5.0,0,automated_script,1,0.0,1,0.0315,0.0,1,synthetic_merchant_bustout,synthetic_merchant_bustout
TX_LEG_HN_004327,284765.6988898832,21.45,5411,0.1,0,0.9587,-0.2844,visa,0.2771,9.18,10.51,517.0,0,standard_browser,0,0.0,2,0.056,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006416,284801.81763320474,6.53,4121,0.35,0,0.958,-0.2869,visa,0.0715,1.87,19.19,240.0,0,standard_browser,0,53.4,0,0.0532,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006417,284866.57356698695,45.28,5812,0.15,0,0.9566,-0.2914,visa,0.1636,1.08,23.96,2452.0,2,standard_browser,0,46.7,0,0.0805,0.0,0,legitimate,legitimate_standard
TX_FRD_CNP_000090,284929.33826596796,131.23,5812,0.15,0,0.9552,-0.2958,mastercard,0.354,2.15,62.2,10.0,3,automated_script,1,0.0,0,0.1442,0.0,1,cnp_fraud,cnp_fraud
TX_LEG_HN_004328,284933.91468593775,10.38,7523,0.3,0,0.9552,-0.2961,mastercard,0.0321,8.67,0.1,251.0,0,standard_browser,2,0.0,0,0.1875,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006418,285009.4637380643,21.54,5411,0.1,0,0.9535,-0.3014,mastercard,0.0723,1.13,34.88,740.0,0,standard_browser,0,70.2,0,0.016,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006419,285051.4091951207,12.53,4121,0.35,1,0.9526,-0.3043,visa,0.1854,0.63,18.66,416.0,0,standard_browser,0,0.0,0,0.0119,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006420,285066.57070298155,7.15,5912,0.12,0,0.9523,-0.3053,mastercard,0.1744,2.9,54.19,292.0,0,standard_browser,0,59.9,1,0.1399,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006421,285093.8160872129,9.12,5812,0.15,0,0.9516,-0.3072,mastercard,0.0192,1.12,2.69,305.0,1,standard_browser,0,33.5,0,0.1661,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_004329,285112.3933944742,13.7,5411,0.1,0,0.9512,-0.3085,mastercard,0.0706,4.59,7.95,260.0,0,standard_browser,2,0.0,0,0.194,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006422,285115.2164815048,43.21,5912,0.12,0,0.9512,-0.3087,mastercard,0.0936,0.48,31.64,204.0,0,standard_browser,0,0.0,0,0.0302,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_004330,285144.0154955029,21.48,4121,0.35,0,0.9505,-0.3107,mastercard,0.1083,6.25,3.69,92.0,0,standard_browser,0,0.0,1,0.1438,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006423,285170.4047577932,17.87,5411,0.1,0,0.9499,-0.3125,mastercard,0.0631,0.6,3.75,147.0,0,standard_browser,1,0.0,0,0.1347,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006424,285183.85108174215,10.7,4121,0.35,1,0.9496,-0.3134,amex,0.0687,1.44,17.96,122.0,0,standard_browser,0,0.0,0,0.0293,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006425,285189.4964407269,21.22,7523,0.3,0,0.9495,-0.3138,visa,0.1343,1.16,15.23,84.0,1,standard_browser,0,0.0,0,0.3995,0.0,0,legitimate,legitimate_standard
TX_FRD_BURST_000113,285192.27718531794,4.92,5541,0.18,0,0.9494,-0.314,mastercard,0.6852,7.12,72.9,24.0,1,headless_chrome_bot,0,0.0,0,0.1173,0.0,0,card_testing_burst,label_noise_reversed
TX_LEG_STD_006426,285259.21687516675,9.66,5541,0.18,0,0.9479,-0.3186,visa,0.155,1.49,8.12,815.0,0,standard_browser,1,0.0,0,0.0025,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_004331,285291.0826431314,24.09,5812,0.15,0,0.9471,-0.3208,visa,0.0945,6.78,24.04,360.0,0,standard_browser,0,0.0,1,0.0307,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006427,285294.31839500874,44.87,5812,0.15,0,0.9471,-0.321,mastercard,0.162,1.82,29.04,1203.0,2,standard_browser,0,0.0,0,0.1049,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006428,285294.5462525206,38.91,5812,0.15,0,0.9471,-0.3211,mastercard,0.0693,1.12,12.61,1238.0,0,standard_browser,0,0.0,0,0.1804,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006429,285326.7557914267,12.14,4121,0.35,1,0.9463,-0.3233,visa,0.2124,0.93,14.09,228.0,0,standard_browser,0,0.0,0,0.1127,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_004332,285342.587261756,7.89,5411,0.1,0,0.9459,-0.3244,visa,0.0946,9.92,32.44,361.0,0,standard_browser,0,0.0,0,0.0328,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006430,285380.2646049654,10.06,5912,0.12,0,0.945,-0.327,mastercard,0.01,2.23,28.55,2601.0,0,standard_browser,0,29.5,0,0.0555,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_004333,285407.2698913393,21.95,7523,0.3,0,0.9444,-0.3288,visa,0.13,5.39,8.46,1851.0,0,standard_browser,0,0.0,0,0.0909,338.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006431,285414.4351955298,2.89,5812,0.15,0,0.9442,-0.3293,mastercard,0.2406,1.76,23.65,2176.0,0,standard_browser,0,0.0,0,0.0257,421.0,0,legitimate,legitimate_standard
TX_LEG_STD_006432,285451.740126628,5.75,7523,0.3,0,0.9433,-0.3319,visa,0.0611,0.58,47.2,764.0,0,standard_browser,0,0.0,0,0.0844,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_004334,285460.70262859133,26.32,5812,0.15,0,0.9431,-0.3325,visa,0.0299,7.66,10.32,394.0,0,standard_browser,0,0.0,0,0.001,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006433,285531.2800347677,6.75,5812,0.15,0,0.9414,-0.3373,visa,0.0369,0.94,45.39,1369.0,0,standard_browser,1,0.0,0,0.1311,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_004335,285589.87677492684,28.24,5812,0.15,0,0.9399,-0.3413,visa,0.2378,9.52,0.1,548.0,0,standard_browser,0,0.0,1,0.1023,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_004336,285608.6083482156,23.11,4121,0.35,0,0.9395,-0.3426,visa,0.1789,8.39,23.83,739.0,0,standard_browser,0,84.6,1,0.217,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_004337,285646.82035812794,1.5,4121,0.35,0,0.9385,-0.3452,visa,0.0796,10.11,17.46,86.0,0,standard_browser,0,0.0,0,0.1836,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006434,285684.0447563751,17.17,5812,0.15,0,0.9376,-0.3478,mastercard,0.1538,0.67,1.02,547.0,0,standard_browser,0,0.0,0,0.0271,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006435,285737.0437232597,12.76,5411,0.1,0,0.9362,-0.3514,mastercard,0.0951,0.95,48.44,629.0,0,standard_browser,0,41.4,0,0.0241,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_004338,285743.38827213726,2.82,5812,0.15,0,0.9361,-0.3518,mastercard,0.01,5.66,18.68,82.0,0,standard_browser,2,0.0,0,0.134,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_FRD_CNP_000091,285778.1673677261,271.35,5311,0.4,0,0.9352,-0.3542,mastercard,0.5018,2.11,76.72,35.0,0,automated_script,1,0.0,0,0.0203,0.0,1,cnp_fraud,cnp_fraud
TX_LEG_STD_006436,285788.5341344554,6.43,5411,0.1,0,0.9349,-0.3549,visa,0.0113,1.43,14.76,526.0,0,standard_browser,1,0.0,0,0.0314,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006437,285857.212292197,15.61,5411,0.1,0,0.9331,-0.3595,mastercard,0.173,1.39,0.1,69.0,0,standard_browser,0,76.7,0,0.0601,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006438,285858.6029745483,21.81,5541,0.18,0,0.9331,-0.3596,visa,0.2685,1.15,20.84,415.0,0,standard_browser,0,0.0,0,0.0347,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006439,285866.7717447513,24.78,5812,0.15,0,0.9329,-0.3602,mastercard,0.102,2.03,54.14,1000.0,0,standard_browser,0,0.0,0,0.1997,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006440,285937.22130948066,4.39,5812,0.15,0,0.931,-0.365,mastercard,0.1557,1.43,9.86,3650.0,0,standard_browser,1,0.0,2,0.0697,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006441,285937.35237905814,14.17,5541,0.18,0,0.931,-0.365,visa,0.1708,1.03,4.16,556.0,0,standard_browser,0,0.0,0,0.0575,327.0,0,legitimate,legitimate_standard
TX_LEG_STD_006442,285941.91354881553,5.82,5912,0.12,0,0.9309,-0.3653,visa,0.0778,0.75,7.3,258.0,0,standard_browser,1,38.8,0,0.07,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_004339,285955.3100203249,3.29,5411,0.1,1,0.9305,-0.3662,mastercard,0.234,4.32,0.47,531.0,0,standard_browser,1,0.0,0,0.0882,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006443,285957.9750247392,30.87,5912,0.12,0,0.9305,-0.3664,mastercard,0.2538,1.0,16.07,79.0,0,standard_browser,0,0.0,1,0.0688,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_004340,285964.3408854778,28.27,5812,0.15,0,0.9303,-0.3668,mastercard,0.1908,9.99,8.82,404.0,0,standard_browser,1,73.5,0,0.0471,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006444,285986.51877963374,28.5,5411,0.1,0,0.9297,-0.3683,visa,0.1352,1.11,18.03,178.0,0,standard_browser,0,32.5,0,0.0371,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006445,286016.0223441848,8.66,5541,0.18,0,0.9289,-0.3703,visa,0.0761,1.7,59.38,1407.0,0,standard_browser,0,0.0,0,0.0909,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006446,286025.44314609974,9.65,5411,0.1,0,0.9287,-0.3709,mastercard,0.2607,1.85,41.99,603.0,0,standard_browser,0,0.0,0,0.0353,74.0,0,legitimate,legitimate_standard
TX_LEG_STD_006447,286041.3401171572,12.4,5411,0.1,0,0.9282,-0.372,amex,0.1274,0.77,13.52,1237.0,0,standard_browser,0,53.6,0,0.0048,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_004341,286063.7652613032,25.44,5411,0.1,0,0.9276,-0.3735,mastercard,0.0862,6.69,9.07,395.0,0,standard_browser,1,49.4,1,0.0707,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006448,286086.21887103043,3.46,5411,0.1,0,0.927,-0.375,visa,0.1335,0.95,24.6,158.0,0,standard_browser,0,32.3,0,0.0275,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_004342,286095.69495789794,19.42,5812,0.15,0,0.9268,-0.3757,mastercard,0.05,7.6,17.2,281.0,0,standard_browser,0,26.6,0,0.1137,389.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_004343,286148.6305568844,21.73,5812,0.15,0,0.9253,-0.3792,mastercard,0.3371,7.04,0.1,3132.0,0,standard_browser,1,0.0,0,0.0613,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_004344,286153.1370873177,8.76,5411,0.1,0,0.9252,-0.3795,mastercard,0.1484,6.29,0.1,299.0,0,standard_browser,1,0.0,0,0.03,289.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_FRD_DRIP_000101,286202.1933807386,21.5,5812,0.15,0,0.9238,-0.3828,mastercard,0.0398,1.2,22.47,62.0,0,residential_proxy_bot,0,0.0,0,0.0719,0.0,1,slow_drip,slow_drip_stealth
TX_LEG_HN_004345,286211.7922623457,9.12,5411,0.1,0,0.9236,-0.3835,visa,0.1198,8.12,15.71,1276.0,0,standard_browser,0,0.0,2,0.082,148.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006449,286218.7022735798,18.85,5411,0.1,0,0.9234,-0.3839,amex,0.2098,1.51,1.62,184.0,0,standard_browser,0,0.0,0,0.0564,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_004346,286226.73314876045,29.12,4121,0.35,0,0.9231,-0.3845,visa,0.0103,9.25,1.94,407.0,0,standard_browser,0,0.0,0,0.1195,229.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_004347,286240.6718518335,3.96,5812,0.15,0,0.9227,-0.3854,mastercard,0.2732,6.99,4.4,240.0,0,standard_browser,0,0.0,1,0.0428,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_004348,286257.9130236927,2.31,5411,0.1,0,0.9223,-0.3866,visa,0.0765,5.17,0.1,750.0,0,standard_browser,0,30.5,0,0.149,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006450,286283.7840767173,13.54,5411,0.1,0,0.9215,-0.3883,visa,0.1497,1.67,11.48,320.0,0,standard_browser,0,0.0,1,0.0757,309.0,0,legitimate,legitimate_standard
TX_LEG_STD_006451,286283.88901505776,30.72,5912,0.12,0,0.9215,-0.3883,visa,0.0799,2.2,12.29,378.0,0,standard_browser,0,0.0,0,0.0552,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006452,286290.66484067304,7.47,5411,0.1,0,0.9213,-0.3888,mastercard,0.01,1.75,0.1,220.0,0,standard_browser,1,48.4,0,0.0792,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_004349,286296.8302784324,23.8,4121,0.35,0,0.9212,-0.3892,visa,0.1448,11.54,9.65,216.0,0,standard_browser,1,38.1,1,0.1747,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_006453,286320.5983332104,11.02,5912,0.12,0,0.9205,-0.3908,visa,0.1903,0.83,2.82,157.0,0,standard_browser,0,77.6,0,0.1372,85.0,0,legitimate,legitimate_standard
TX_FRD_BURST_000114,286339.4040673055,141.37,5411,0.1,1,0.92,-0.392,mastercard,0.3321,3.27,58.93,32.0,0,headless_chrome_bot,1,0.0,0,0.121,0.0,1,adversarial_surrogate_probing,card_testing_burst
TX_LEG_STD_006454,286448.81027108076,6.39,5411,0.1,0,0.9168,-0.3993,mastercard,0.091,1.72,36.34,453.0,0,standard_browser,1,0.0,2,0.1099,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006455,286458.4775129519,7.43,5411,0.1,0,0.9165,-0.4,mastercard,0.1002,1.31,26.81,1485.0,0,standard_browser,0,0.0,1,0.0751,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006456,286522.7005188698,7.88,5812,0.15,0,0.9146,-0.4043,mastercard,0.1863,1.12,6.39,242.0,0,standard_browser,0,0.0,0,0.0612,0.0,0,legitimate,legitimate_standard
TX_FRD_BNPL_000062,286541.2128695906,224.55,5812,0.15,1,0.9141,-0.4055,mastercard,0.2753,1.12,35.0,57.0,1,standard_browser,1,0.0,9,0.0428,0.0,1,bnpl_synthetic_stacking,bnpl_synthetic_stacking
TX_LEG_STD_006457,286557.1082659713,34.86,7523,0.3,0,0.9136,-0.4065,visa,0.0933,1.33,0.1,193.0,0,standard_browser,0,0.0,0,0.0796,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006458,286575.73332824174,9.78,5541,0.18,0,0.9131,-0.4078,visa,0.0198,1.47,30.67,754.0,0,standard_browser,1,0.0,0,0.0911,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006459,286578.80516854627,18.25,7523,0.3,1,0.913,-0.408,visa,0.0703,2.18,16.47,111.0,0,standard_browser,0,64.4,0,0.0103,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006460,286594.1268951701,12.2,5912,0.12,0,0.9125,-0.409,visa,0.0987,1.28,9.67,303.0,0,standard_browser,0,63.6,0,0.0623,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006461,286599.4806305512,7.32,5912,0.12,0,0.9124,-0.4094,mastercard,0.2104,1.3,15.13,583.0,0,standard_browser,1,71.9,2,0.0748,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006462,286640.8515555223,15.16,5912,0.12,0,0.9111,-0.4121,mastercard,0.0611,0.86,18.48,385.0,0,standard_browser,0,0.0,0,0.033,69.0,0,legitimate,legitimate_standard
TX_LEG_STD_006463,286643.669263901,25.68,5912,0.12,0,0.9111,-0.4123,visa,0.2063,1.18,0.1,627.0,0,standard_browser,1,0.0,1,0.0375,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_006464,286652.6628327705,6.97,5411,0.1,0,0.9108,-0.4129,visa,0.1201,0.65,0.1,734.0,0,standard_browser,0,0.0,0,0.0042,0.0,0,legitimate,legitimate_standard
